Listing_ID;Last_scraped;Source;Host_ID;Host_since;host_location;Aux.;Host_Location2;Host_response_time;Host_response_rate;Host_response_rate_num;Host_acceptance_rate;Host_acceptance_rate_num;host_is_superhost;Superhost;Superhost2;Host_listings_count;Host_total_listings_count;host_verifications;Host_verification;Host_identity_verified;Host_identity_verified2;Neighbourhood_group_cleansed;Property_type;Room_type;Num. Accommodates;Bathrooms_initial;Num. Bathrooms;Bathrooms_text;Shared_bathrooms;Bedrooms_initial;Beds_initial;Price;Price_€;minimum_nights;minimum_night_category;maximum_nights;maximum_nights_category;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;anual_availability;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;availability_eoy;number_of_reviews_ly;first_review;last_review;review_scores_rating_ininitial;Review_scores_rating2;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;Instant_bookable2;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
9575680;06/03/2025;city scrape;22361249;10/10/2014;Madrid, Spain;1;Spain;within an hour;100%;1,00;91%;0,91;t;t;True;7;7;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire rental unit;Entire home/apt;1;10;1;1 bath;Private;1;1;$58.00;58,00;29;Long stay;700;No real limit;6;29;700;700;283;7000;;t;0;0;4;35;Low availability;06/03/2025;153;2;0;35;3;02/01/2016;01/09/2024;495;4,95;496;496;499;499;496;493;f;False;3;3;0;0;137
9581698;12/03/2025;city scrape;39758265;27/07/2015;Espanya la Vella, Spain;1;Spain;within an hour;100%;1,00;98%;0,98;f;f;False;3;3;email, phone;email, phone;t;True;San Blas - Canillejas;Entire loft;Entire home/apt;5;15;1,5;1.5 baths;Private;1;4;$85.00;85,00;3;Very short stay;1125;No real limit;3;3;1125;1125;30;11250;;t;16;24;36;108;Medium availability;12/03/2025;231;25;2;108;25;09/12/2015;23/02/2025;452;4,52;469;457;455;448;45;451;f;False;2;2;0;0;205
9600924;05/03/2025;city scrape;44550572;19/09/2015;Pozuelo de Alarcón, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;2;2;email, phone;email, phone;t;True;Latina;Entire rental unit;Entire home/apt;4;10;1;1 bath;Private;2;3;$85.00;85,00;2;Very short stay;60;Medium stay (up to 3 months);2;2;1125;1125;20;11250;;t;9;13;18;146;Medium availability;05/03/2025;331;40;2;146;34;30/12/2015;17/02/2025;476;4,76;486;477;489;494;441;466;t;True;1;1;0;0;296
9606598;07/03/2025;previous scrape;38429316;14/07/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;3;Very short stay;1125;No real limit;3;3;1125;1125;30;11250;;t;0;0;0;0;Not available;07/03/2025;238;0;0;0;0;11/12/2015;04/01/2021;481;4,81;486;486;491;497;491;475;f;False;1;1;0;0;212
9608049;08/03/2025;city scrape;24687655;10/12/2014;Madrid, Spain;1;Spain;within a few hours;100%;1,00;97%;0,97;t;t;True;7;8;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;2;30;3;3 shared baths;Shared;1;2;$35.00;35,00;5;Short stay;60;Medium stay (up to 3 months);5;5;60;60;50;600;;t;0;0;0;31;Low availability;08/03/2025;80;2;0;0;2;19/02/2016;08/09/2024;476;4,76;48;481;492;476;499;485;f;False;7;1;6;0;73
9608728;12/03/2025;previous scrape;46178038;09/10/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;f;False;Salamanca;Private room in rental unit;Private room;1;;0;1 bath;Private;;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;12/03/2025;8;0;0;0;0;08/12/2015;18/01/2016;425;4,25;463;425;45;438;475;438;f;False;1;0;1;0;7
9182042;11/03/2025;city scrape;40877988;08/08/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;151;173;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;6;10;1;1 bath;Private;2;3;$123.00;123,00;2;Very short stay;1125;No real limit;2;5;1125;1125;33;11250;;t;6;28;51;225;High availability;11/03/2025;443;56;7;225;56;09/11/2015;07/03/2025;466;4,66;474;47;481;486;494;463;t;True;128;128;0;0;390
9204879;07/03/2025;previous scrape;10654631;16/12/2013;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;t;True;Centro;Entire condo;Entire home/apt;2;;0;1 bath;Private;1;;;;3;Very short stay;1125;No real limit;3;3;1125;1125;30;11250;;t;0;0;0;0;Not available;07/03/2025;8;0;0;0;0;29/11/2015;30/10/2017;463;4,63;438;45;488;488;463;438;f;False;1;1;0;0;7
9206552;10/03/2025;city scrape;13568612;26/03/2014;Madrid, Spain;1;Spain;within an hour;100%;1,00;81%;0,81;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Entire loft;Entire home/apt;2;10;1;1 bath;Private;1;1;$100.00;100,00;7;Short stay;1125;No real limit;7;7;1125;1125;70;11250;;t;28;28;29;29;Low availability;10/03/2025;172;17;0;29;18;08/11/2015;02/02/2025;484;4,84;487;473;496;498;494;476;f;False;1;1;0;0;151
9206737;07/03/2025;city scrape;45605026;02/10/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;2;2;email, phone;email, phone;t;True;Puente de Vallecas;Entire rental unit;Entire home/apt;6;10;1;1 bath;Private;2;1;$315.00;315,00;3;Very short stay;365;Long stay (up to 1 year);3;3;365;365;30;3650;;t;0;0;0;157;Medium availability;07/03/2025;19;5;0;92;5;09/12/2015;29/12/2024;50;0,5;495;50;50;50;468;495;f;False;1;1;0;0;17
9209376;08/03/2025;city scrape;43063704;01/09/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;96%;0,96;t;t;True;4;4;email;email;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;0;1;$73.00;73,00;3;Very short stay;720;No real limit;1;4;1125;1125;35;11250;;t;11;20;38;38;Low availability;08/03/2025;313;37;1;38;38;25/11/2015;10/02/2025;468;4,68;481;461;48;487;484;463;t;True;4;3;1;0;277
9215075;06/03/2025;city scrape;17198012;24/06/2014;;0;Unknown;N/A;N/A;;67%;0,67;f;f;False;2;2;email, phone;email, phone;t;True;Usera;Entire rental unit;Entire home/apt;6;10;1;1 bath;Private;3;3;$200.00;200,00;2;Very short stay;25;Short to medium stay;1;4;99;99;12;990;;t;19;27;44;53;Low availability;06/03/2025;161;0;0;53;0;15/11/2015;27/03/2023;482;4,82;488;491;49;488;456;482;t;True;2;2;0;0;142
9236168;07/03/2025;city scrape;48007916;02/11/2015;Spain;0;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;1;1;email, phone;email, phone;t;True;Salamanca;Private room in rental unit;Private room;1;10;1;1 private bath;Private;1;1;$47.00;47,00;2;Very short stay;285;Long stay (up to 1 year);2;2;285;285;20;2850;;t;0;4;20;195;High availability;07/03/2025;185;40;4;130;37;31/12/2015;24/02/2025;491;4,91;496;491;494;495;497;489;t;True;1;0;1;0;165
9268665;09/03/2025;previous scrape;3440242;01/09/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Latina;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;0;0;0;0;Not available;09/03/2025;17;0;0;0;0;09/12/2015;21/10/2018;488;4,88;482;482;494;488;459;465;f;False;1;1;0;0;15
9609003;07/03/2025;previous scrape;16731732;13/06/2014;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone, work_email;email, phone, work_email;t;True;San Blas - Canillejas;Entire loft;Entire home/apt;4;;0;1.5 baths;Private;2;;;;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;0;0;0;0;Not available;07/03/2025;54;0;0;0;0;01/12/2015;31/08/2020;481;4,81;492;479;49;477;453;476;f;False;1;1;0;0;48
9639977;07/03/2025;previous scrape;8647044;05/09/2013;Madrid, Spain;1;Spain;within a few hours;98%;0,98;86%;0,86;t;t;True;7;8;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;5;;0;2 baths;Private;2;;;;7;Short stay;1125;No real limit;1;7;1125;1125;66;11250;;t;5;6;16;276;High availability;07/03/2025;138;22;0;211;25;03/12/2015;29/01/2025;486;4,86;48;484;482;484;489;481;f;False;7;7;0;0;122
9642700;07/03/2025;previous scrape;33494165;16/05/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;2;2;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;;0;1 bath;Private;1;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;0;0;0;0;Not available;07/03/2025;420;0;0;0;0;14/12/2015;06/02/2023;445;4,45;463;447;464;481;494;45;t;True;2;1;1;0;374
9646543;12/03/2025;previous scrape;49876674;25/11/2015;Madrid, Spain;1;Spain;within a day;100%;1,00;81%;0,81;f;f;False;1;3;email, phone;email, phone;t;True;Latina;Entire rental unit;Entire home/apt;7;;0;1 bath;Private;2;;;;30;Montly rental;500;No real limit;1;30;500;500;299;5000;;t;1;1;1;1;Low availability;12/03/2025;138;15;0;0;17;08/12/2015;02/11/2024;475;4,75;474;462;491;489;479;465;f;False;1;1;0;0;122
9274906;07/03/2025;previous scrape;2925707;13/07/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;2;3;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;2;;0;1 bath;Private;;;;;5;Short stay;1125;No real limit;5;5;1125;1125;50;11250;;t;0;0;0;0;Not available;07/03/2025;29;0;0;0;0;02/01/2016;28/11/2016;483;4,83;497;486;49;486;497;486;f;False;2;1;1;0;26
9280377;09/03/2025;previous scrape;24080903;23/11/2014;Toulouse, France;1;France;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Retiro;Private room in rental unit;Private room;2;;0;1 bath;Private;;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;0;0;0;0;Not available;09/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;0;1;0;
9290081;09/03/2025;city scrape;48223066;05/11/2015;Qatar;0;Qatar;within an hour;100%;1,00;97%;0,97;t;t;True;3;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;6;20;2;2 baths;Private;3;5;$274.00;274,00;1;Very short stay;365;Long stay (up to 1 year);2;28;999;999;179;9990;;t;4;10;29;300;High availability;09/03/2025;312;52;1;233;54;15/09/2017;24/02/2025;485;4,85;488;488;485;492;495;479;t;True;1;1;0;0;342
9291794;06/03/2025;city scrape;9934732;11/11/2013;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;3;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;15;1,5;1.5 baths;Private;2;2;$126.00;126,00;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;7;11;14;169;Medium availability;06/03/2025;367;0;0;169;0;18/11/2015;23/12/2023;443;4,43;465;456;478;476;489;447;f;False;2;2;0;0;324
9294088;08/03/2025;city scrape;31509536;19/04/2015;Madrid, Spain;1;Spain;within a day;100%;1,00;96%;0,96;t;t;True;10;10;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;3;10;1;1 bath;Private;1;3;$130.00;130,00;2;Very short stay;1125;No real limit;1;2;1125;1125;20;11250;;t;4;7;10;125;Medium availability;08/03/2025;181;43;1;75;45;29/02/2016;12/02/2025;497;4,97;496;497;496;499;498;495;f;False;10;10;0;0;165
9300343;09/03/2025;previous scrape;25129863;23/12/2014;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;2;2;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;2;;0;1 bath;Private;;;;;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;0;0;0;0;Not available;09/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;2;0;2;0;
9310534;12/03/2025;city scrape;48327231;06/11/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;1;2;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;10;1;1 bath;Private;1;2;$97.00;97,00;5;Short stay;29;Short to medium stay;1;5;29;29;39;290;;t;2;2;4;9;Low availability;12/03/2025;135;33;4;9;30;23/11/2015;10/03/2025;484;4,84;484;497;496;499;49;481;f;False;1;1;0;0;119
9322148;10/03/2025;city scrape;31509536;19/04/2015;Madrid, Spain;1;Spain;within a day;100%;1,00;96%;0,96;t;t;True;10;10;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;3;10;1;1 bath;Private;1;3;$130.00;130,00;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;4;5;6;148;Medium availability;10/03/2025;149;24;0;98;26;30/04/2016;26/01/2025;489;4,89;495;495;494;495;497;483;f;False;10;10;0;0;138
9324140;06/03/2025;city scrape;31509536;19/04/2015;Madrid, Spain;1;Spain;within a day;100%;1,00;96%;0,96;t;t;True;10;10;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;3;10;1;1 bath;Private;1;2;$124.00;124,00;2;Very short stay;1125;No real limit;1;2;1125;1125;20;11250;;t;3;4;8;156;Medium availability;06/03/2025;322;52;2;101;58;06/04/2016;18/02/2025;493;4,93;497;497;496;498;496;489;f;False;10;10;0;0;297
9658630;12/03/2025;previous scrape;14463303;19/04/2014;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;f;False;Retiro;Private room in rental unit;Private room;1;;0;1 shared bath;Shared;;;;;1;Very short stay;30;Medium stay (up to 3 months);1;1;30;30;10;300;;;0;0;0;0;Not available;12/03/2025;16;0;0;0;0;18/02/2017;13/05/2018;456;4,56;469;469;488;475;488;463;f;False;1;0;1;0;16
9658656;12/03/2025;previous scrape;27091473;02/02/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;;0;0;0;0;Not available;12/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;1;0;0;
9659461;06/03/2025;city scrape;4710774;15/01/2013;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;;d;Unknown;12;15;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;10;1;1 bath;Private;2;2;$298.00;298,00;3;Very short stay;300;Long stay (up to 1 year);1;4;1125;1125;34;11250;;t;18;44;70;156;Medium availability;06/03/2025;488;74;5;156;74;15/08/2016;21/02/2025;488;4,88;486;491;492;494;49;473;t;True;5;5;0;0;468
9666029;06/03/2025;city scrape;37611348;05/07/2015;Madrid, Spain;1;Spain;within a day;100%;1,00;29%;0,29;t;t;True;4;10;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;0;2;$67.00;67,00;5;Short stay;1125;No real limit;6;6;1125;1125;60;11250;;t;1;2;2;157;Medium availability;06/03/2025;179;6;0;97;6;09/12/2015;14/08/2024;483;4,83;488;484;478;482;498;479;f;False;4;4;0;0;159
9667090;12/03/2025;previous scrape;49326150;18/11/2015;Alcobendas, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;f;False;Hortaleza;Entire home;Entire home/apt;3;;0;1 bath;Private;1;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;12/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;1;0;0;
9708445;08/03/2025;city scrape;23715618;13/11/2014;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;5;10;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;10;1;1 bath;Private;1;3;$73.00;73,00;3;Very short stay;365;Long stay (up to 1 year);1;3;1125;1125;30;11250;;t;1;1;1;1;Low availability;08/03/2025;493;66;3;1;66;08/12/2015;19/02/2025;451;4,51;465;471;479;488;47;456;f;False;5;5;0;0;438
9359210;07/03/2025;previous scrape;34925981;03/06/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;f;False;Retiro;Private room in rental unit;Private room;2;;0;2 baths;Private;1;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;0;1;0;
9365719;06/03/2025;city scrape;34808244;02/06/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;1;15;1,5;1.5 shared baths;Shared;1;1;$43.00;43,00;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;10;20;26;285;High availability;06/03/2025;502;38;3;221;41;15/11/2015;18/02/2025;469;4,69;475;455;491;491;493;468;t;True;1;0;1;0;443
9380659;07/03/2025;previous scrape;48666465;10/11/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;6;;0;1.5 baths;Private;3;;;;3;Very short stay;1125;No real limit;3;3;1125;1125;30;11250;;t;0;0;0;0;Not available;07/03/2025;10;0;0;0;0;02/01/2016;31/03/2018;48;0,48;49;47;50;50;50;48;f;False;1;1;0;0;9
9385154;06/03/2025;city scrape;47410479;25/10/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;99%;0,99;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Entire condo;Entire home/apt;4;10;1;1 bath;Private;2;3;$140.00;140,00;2;Very short stay;60;Medium stay (up to 3 months);1;2;1125;1125;20;11250;;t;7;12;21;155;Medium availability;06/03/2025;628;81;9;155;79;23/11/2015;02/03/2025;484;4,84;492;479;496;497;50;486;t;True;1;1;0;0;555
9408050;12/03/2025;city scrape;5746574;03/04/2013;Madrid, Spain;1;Spain;within an hour;100%;1,00;74%;0,74;f;f;False;2;3;email, phone;email, phone;t;True;San Blas - Canillejas;Private room in rental unit;Private room;1;15;1,5;1.5 shared baths;Shared;1;1;$42.00;42,00;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;27;57;87;362;High availability;12/03/2025;24;4;0;292;4;12/12/2015;09/12/2024;492;4,92;479;496;496;491;47;474;f;False;1;0;1;0;21
9410650;07/03/2025;previous scrape;48794838;11/11/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Chamberí;Private room in rental unit;Private room;1;;0;1 bath;Private;;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;0;1;0;
10192147;07/03/2025;city scrape;43063704;01/09/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;96%;0,96;t;t;True;4;4;email;email;t;True;Arganzuela;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;0;1;$81.00;81,00;3;Very short stay;1125;No real limit;1;4;1125;1125;34;11250;;t;16;34;55;145;Medium availability;07/03/2025;181;37;1;145;36;17/09/2016;09/02/2025;453;4,53;472;447;48;487;474;437;t;True;4;3;1;0;176
10201245;07/03/2025;previous scrape;4800628;22/01/2013;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;1;;0;1 bath;Private;;;;;10;Medium stay;14;Short to medium stay;10;10;14;14;100;140;;t;0;0;0;0;Not available;07/03/2025;1;0;0;0;0;01/11/2019;01/11/2019;50;0,5;50;50;50;50;50;50;f;False;1;1;0;0;2
10206299;07/03/2025;previous scrape;3626994;20/09/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;;0;1 bath;Private;1;;;;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;1;0;0;
10238470;07/03/2025;previous scrape;135579;31/05/2010;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Chamberí;Private room in rental unit;Private room;1;;0;1 shared bath;Shared;;;;;1;Very short stay;60;Medium stay (up to 3 months);1;1;60;60;10;600;;t;0;0;0;0;Not available;07/03/2025;64;0;0;0;0;05/05/2016;26/01/2020;484;4,84;487;495;495;492;486;471;f;False;1;0;1;0;59
9708971;07/03/2025;previous scrape;50128107;29/11/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;f;False;Chamberí;Entire rental unit;Entire home/apt;1;;0;1 bath;Private;1;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;1;0;0;
9721913;06/03/2025;city scrape;2864064;08/07/2012;Zarzalejo, Spain;1;Spain;within an hour;99%;0,99;100%;1,00;t;t;True;23;32;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;1;1;$106.00;106,00;1;Very short stay;365;Long stay (up to 1 year);1;5;999;999;42;9990;;t;10;27;57;329;High availability;06/03/2025;409;48;2;265;44;29/12/2015;25/02/2025;475;4,75;478;484;484;488;49;467;f;False;21;21;0;0;366
9722861;07/03/2025;previous scrape;50183470;30/11/2015;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;2;;0;1 private bath;Private;;;;;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;0;0;0;0;Not available;07/03/2025;266;0;0;0;0;01/02/2016;22/11/2021;462;4,62;475;452;489;489;494;463;t;True;1;0;1;0;240
9724619;07/03/2025;previous scrape;2925707;13/07/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;2;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;;0;1 bath;Private;2;;;;3;Very short stay;1125;No real limit;3;3;1125;1125;30;11250;;t;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;2;1;1;0;
9733941;07/03/2025;previous scrape;16284786;02/06/2014;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;6;Short stay;1125;No real limit;6;6;1125;1125;60;11250;;t;0;0;0;0;Not available;07/03/2025;4;0;0;0;0;27/03/2016;05/05/2019;475;4,75;475;45;50;50;50;475;t;True;1;1;0;0;4
9746164;10/03/2025;city scrape;34163379;25/05/2015;Madrid, Spain;1;Spain;within an hour;100%;1,00;38%;0,38;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;1;10;1;1 bath;Private;1;1;$41.00;41,00;7;Short stay;730;No real limit;7;7;730;730;70;7300;;t;0;1;10;270;High availability;10/03/2025;166;27;2;202;28;22/02/2016;24/02/2025;482;4,82;49;488;497;496;499;483;f;False;1;1;0;0;151
9752728;08/03/2025;city scrape;11479457;20/01/2014;Madrid, Spain;1;Spain;within an hour;100%;1,00;99%;0,99;t;t;True;3;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;1;1;$199.00;199,00;4;Short stay;300;Long stay (up to 1 year);4;4;300;300;40;3000;;t;0;0;0;0;Not available;08/03/2025;120;17;1;0;18;02/01/2016;25/02/2025;484;4,84;495;498;497;496;483;485;f;False;3;3;0;0;107
9753808;07/03/2025;previous scrape;41563621;15/08/2015;;0;Unknown;N/A;N/A;;N/A;;f;f;False;1;1;email;email;f;False;Centro;Private room in rental unit;Private room;1;;0;1 bath;Private;1;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;07/03/2025;1;0;0;0;0;11/12/2015;11/12/2015;50;0,5;50;50;50;50;50;50;f;False;1;0;1;0;1
9767399;06/03/2025;city scrape;2864064;08/07/2012;Zarzalejo, Spain;1;Spain;within an hour;99%;0,99;100%;1,00;t;t;True;23;32;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;4;0;0;0 baths;Private;1;2;$145.00;145,00;1;Very short stay;365;Long stay (up to 1 year);1;5;999;999;42;9990;;t;14;35;65;340;High availability;06/03/2025;460;48;6;276;44;27/12/2015;02/03/2025;487;4,87;489;491;48;491;495;48;t;True;21;21;0;0;411
9767406;08/03/2025;city scrape;2864064;08/07/2012;Zarzalejo, Spain;1;Spain;within an hour;99%;0,99;100%;1,00;t;t;True;23;32;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;6;0;0;0 baths;Private;3;6;$226.00;226,00;1;Very short stay;365;Long stay (up to 1 year);1;5;999;999;43;9990;;t;12;19;44;300;High availability;08/03/2025;333;15;0;235;15;07/12/2015;01/02/2025;479;4,79;483;482;485;489;495;473;t;True;21;21;0;0;296
9770085;06/03/2025;city scrape;14259451;14/04/2014;;0;Unknown;within an hour;100%;1,00;95%;0,95;t;t;True;2;5;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;5;10;1;1 bath;Private;3;4;$213.00;213,00;4;Short stay;120;Long stay (up to 1 year);2;6;1125;1125;41;11250;;t;10;21;42;92;Medium availability;06/03/2025;248;40;3;92;37;03/01/2016;23/02/2025;482;4,82;474;484;492;496;498;474;f;False;1;1;0;0;222
9773780;07/03/2025;previous scrape;50384101;02/12/2015;;0;Unknown;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;f;False;Centro;Private room in rental unit;Private room;2;;0;1 bath;Private;;;;;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;0;1;0;
