Listing_ID;Last_scraped;Source;Host_ID;Host_since;host_location;Aux.;Host_Location2;Host_response_time;Host_response_rate;Host_response_rate_num;Host_acceptance_rate;Host_acceptance_rate_num;host_is_superhost;Superhost;Superhost2;Host_listings_count;Host_total_listings_count;host_verifications;Host_verification;Host_identity_verified;Host_identity_verified2;Neighbourhood_group_cleansed;Property_type;Room_type;Num. Accommodates;Bathrooms_initial;Num. Bathrooms;Bathrooms_text;Shared_bathrooms;Bedrooms_initial;Beds_initial;Price;Price_€;minimum_nights;minimum_night_category;maximum_nights;maximum_nights_category;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;anual_availability;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;availability_eoy;number_of_reviews_ly;first_review;last_review;review_scores_rating_ininitial;Review_scores_rating2;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;Instant_bookable2;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
21853;11/03/2025;city scrape;83531;21/02/2010;Madrid, Spain;1;Spain;N/A;N/A;;0%;0,00;f;f;False;2;2;email, phone;email, phone;t;True;Latina;Private room in rental unit;Private room;1;10;1;1 bath;Private;1;1;$29.00;29,00;4;Short stay;40;Medium stay (up to 3 months);4;4;40;40;40;400;;t;0;0;0;233;High availability;11/03/2025;33;0;0;164;0;10/10/2014;15/07/2018;458;4,58;472;456;475;482;421;467;f;False;2;0;2;0;26
30320;10/03/2025;previous scrape;130907;24/05/2010;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;3;6;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;5;Short stay;180;Long stay (up to 1 year);5;5;180;180;50;1800;;;0;0;0;0;Not available;10/03/2025;172;0;0;0;0;06/07/2010;26/09/2022;463;4,63;471;488;482;478;49;469;f;False;3;3;0;0;96
30959;10/03/2025;previous scrape;132883;26/05/2010;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;4;email, phone;email, phone;f;False;Centro;Entire loft;Entire home/apt;2;;0;1 bath;Private;1;;;;3;Very short stay;730;No real limit;3;3;730;730;30;7300;;;0;0;0;0;Not available;10/03/2025;8;0;0;0;0;12/05/2015;30/05/2017;438;4,38;414;438;463;463;488;425;f;False;1;1;0;0;7
40916;10/03/2025;previous scrape;130907;24/05/2010;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;3;6;email, phone;email, phone;f;False;Centro;Entire rental unit;Entire home/apt;3;;0;1 bath;Private;1;;;;5;Short stay;180;Long stay (up to 1 year);5;5;180;180;50;1800;;;0;0;0;0;Not available;10/03/2025;49;0;0;0;0;01/11/2010;11/12/2021;465;4,65;469;49;485;479;488;455;f;False;3;3;0;0;28
62423;12/03/2025;city scrape;303845;29/11/2010;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;3;3;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;4;15;1,5;1.5 shared baths;Shared;1;2;$77.00;77,00;1;Very short stay;30;Medium stay (up to 3 months);1;1;30;30;10;300;;t;12;21;37;298;High availability;12/03/2025;227;46;2;228;45;10/05/2018;20/02/2025;464;4,64;478;443;48;485;497;458;f;False;3;1;2;0;273
70059;06/03/2025;city scrape;353616;19/01/2011;Madrid, Spain;1;Spain;within a few hours;100%;1,00;100%;1,00;f;f;False;1;2;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;1;1;$66.00;66,00;15;Long stay;365;Long stay (up to 1 year);5;15;365;365;149;3650;;t;16;17;28;54;Low availability;06/03/2025;61;0;0;54;0;23/02/2011;19/12/2022;468;4,68;475;475;485;49;495;453;f;False;1;1;0;0;36
70310;06/03/2025;city scrape;353738;19/01/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;4;29;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;1;2;$89.00;89,00;30;Montly rental;360;Long stay (up to 1 year);7;30;1125;1125;264;11250;;t;25;41;41;289;High availability;06/03/2025;29;0;0;225;0;03/05/2011;18/11/2023;436;4,36;462;452;482;469;486;411;f;False;3;3;0;0;17
72150;12/03/2025;city scrape;364585;27/01/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;96%;0,96;;d;Unknown;5;8;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;6;10;1;1 bath;Private;3;5;$173.00;173,00;3;Very short stay;180;Long stay (up to 1 year);2;4;180;180;23;1800;;t;20;50;77;163;Medium availability;12/03/2025;126;17;2;163;14;13/02/2011;02/03/2025;461;4,61;462;44;486;485;485;447;f;False;4;4;0;0;74
82481;12/03/2025;previous scrape;448981;18/03/2011;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;t;True;Salamanca;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;3;Very short stay;365;Long stay (up to 1 year);3;3;365;365;30;3650;;t;0;0;0;0;Not available;12/03/2025;105;0;0;0;0;08/05/2011;29/11/2017;478;4,78;469;496;497;496;495;469;f;False;1;1;0;0;62
84719;08/03/2025;city scrape;259229;11/10/2010;Madrid, Spain;1;Spain;N/A;N/A;;100%;1,00;f;f;False;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;1;1;$72.00;72,00;7;Short stay;1125;No real limit;7;7;1125;1125;70;11250;;t;14;17;23;53;Low availability;08/03/2025;184;0;0;53;0;07/05/2011;29/09/2021;468;4,68;478;487;482;485;444;469;f;False;1;1;0;0;109
86042;06/03/2025;city scrape;364585;27/01/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;96%;0,96;;d;Unknown;5;8;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;6;10;1;1 bath;Private;3;3;$189.00;189,00;3;Very short stay;365;Long stay (up to 1 year);2;4;365;365;23;3650;;t;24;43;73;163;Medium availability;06/03/2025;222;24;0;163;25;20/06/2011;18/01/2025;483;4,83;482;467;488;492;492;469;f;False;4;4;0;0;133
595055;06/03/2025;city scrape;2940355;15/07/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Carabanchel;Private room in rental unit;Private room;1;20;2;2 shared baths;Shared;1;1;$20.00;20,00;2;Very short stay;1125;No real limit;2;2;1125;1125;20;11250;;t;0;0;0;59;Low availability;06/03/2025;19;0;0;0;0;07/08/2012;26/06/2019;474;4,74;484;453;484;484;479;458;f;False;1;0;1;0;12
598771;06/03/2025;city scrape;2678039;19/06/2012;California, United States;1;United States;within an hour;100%;1,00;95%;0,95;f;f;False;2;3;email, phone, work_email;email, phone, work_email;t;True;Arganzuela;Entire condo;Entire home/apt;3;10;1;1 bath;Private;1;1;$94.00;94,00;3;Very short stay;65;Medium stay (up to 3 months);1;3;65;65;30;650;;t;5;7;8;208;High availability;06/03/2025;100;14;1;144;12;14/07/2013;17/02/2025;482;4,82;481;488;488;492;488;481;f;False;2;2;0;0;71
599134;07/03/2025;previous scrape;1567773;04/01/2012;Adelaide, Australia;1;Australia;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;f;False;Centro;Entire condo;Entire home/apt;1;;0;1 bath;Private;1;;;;30;Montly rental;365;Long stay (up to 1 year);30;30;365;365;300;3650;;;0;0;0;0;Not available;07/03/2025;7;0;0;0;0;01/10/2012;05/12/2017;457;4,57;414;50;50;50;50;471;f;False;1;1;0;0;5
605339;05/03/2025;city scrape;2783896;29/06/2012;Madrid, Spain;1;Spain;within a few hours;100%;1,00;59%;0,59;t;t;True;3;4;email, phone;email, phone;t;True;Latina;Private room in home;Private room;1;10;1;1 shared bath;Shared;1;1;$35.00;35,00;3;Very short stay;31;Medium stay (up to 3 months);3;3;31;31;30;310;;t;14;41;41;41;Low availability;05/03/2025;280;37;3;41;37;08/09/2012;23/02/2025;488;4,88;493;491;496;498;463;488;f;False;3;0;3;0;184
608742;06/03/2025;city scrape;3017315;22/07/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;3;5;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;0;1;$89.00;89,00;2;Very short stay;60;Medium stay (up to 3 months);2;3;1125;1125;21;11250;;t;7;17;17;17;Low availability;06/03/2025;688;59;5;17;60;06/08/2012;05/03/2025;476;4,76;474;494;489;492;497;475;t;True;3;3;0;0;449
610675;07/03/2025;previous scrape;2174652;19/04/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire rental unit;Entire home/apt;4;;0;1 bath;Private;1;;;;3;Very short stay;9;Short to medium stay;3;3;9;9;30;90;;t;0;0;0;0;Not available;07/03/2025;7;0;0;0;0;01/09/2012;17/08/2015;50;0,5;50;471;50;50;50;50;f;False;1;1;0;0;5
616027;07/03/2025;previous scrape;3053021;25/07/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Chamartín;Private room in rental unit;Private room;1;;0;1 shared bath;Shared;;;;;1;Very short stay;4;Short stay only;1;1;4;4;10;40;;t;0;0;0;0;Not available;07/03/2025;74;0;0;0;0;30/09/2012;19/09/2018;484;4,84;482;494;494;497;475;479;f;False;1;0;1;0;49
618576;12/03/2025;city scrape;3017315;22/07/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;3;5;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;0;2;$90.00;90,00;2;Very short stay;60;Medium stay (up to 3 months);2;3;1125;1125;21;11250;;t;0;12;12;12;Low availability;12/03/2025;498;64;5;12;65;17/09/2012;09/03/2025;483;4,83;489;497;488;492;494;48;f;False;3;3;0;0;328
625566;07/03/2025;previous scrape;2773350;28/06/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Arganzuela;Entire home;Entire home/apt;2;;0;2 baths;Private;1;;;;2;Very short stay;4;Short stay only;2;2;4;4;20;40;;t;0;0;0;0;Not available;07/03/2025;25;0;0;0;0;22/07/2013;02/01/2017;464;4,64;458;475;479;487;463;467;f;False;1;1;0;0;18
100411;10/03/2025;previous scrape;527760;22/04/2011;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;t;True;Fuencarral - El Pardo;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;1;;;;2;Very short stay;30;Medium stay (up to 3 months);2;2;30;30;20;300;;t;0;0;0;0;Not available;10/03/2025;3;0;0;0;0;24/05/2016;24/06/2016;467;4,67;50;467;50;433;433;467;f;False;1;1;0;0;3
102040;10/03/2025;previous scrape;533936;25/04/2011;Madrid, Spain;1;Spain;within a day;100%;1,00;0%;0,00;f;f;False;1;1;email, phone;email, phone;f;False;Ciudad Lineal;Private room in rental unit;Private room;1;;0;1 shared bath;Shared;;;;;3;Very short stay;90;Long stay (up to 1 year);3;3;90;90;30;900;;t;0;0;0;0;Not available;10/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;0;1;0;
114854;07/03/2025;city scrape;361930;25/01/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;3;7;email, phone;email, phone;t;True;Chamberí;Entire rental unit;Entire home/apt;4;10;1;1 bath;Private;1;2;$87.00;87,00;2;Very short stay;90;Long stay (up to 1 year);2;2;1125;1125;20;11250;;t;0;0;0;15;Low availability;07/03/2025;183;36;0;15;36;03/10/2011;13/10/2024;463;4,63;464;462;485;485;482;455;t;True;3;3;0;0;112
136058;05/03/2025;city scrape;666482;05/06/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;1;1;email, phone;email, phone;t;True;Villaverde;Private room in rental unit;Private room;1;10;1;1 shared bath;Shared;1;1;$24.00;24,00;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;0;0;0;0;Not available;05/03/2025;97;0;0;0;0;07/07/2011;30/10/2022;494;4,94;496;495;498;498;474;493;f;False;1;0;1;0;58
163429;12/03/2025;previous scrape;780107;05/07/2011;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;3;email, phone, work_email;email, phone, work_email;t;True;Chamberí;Entire loft;Entire home/apt;4;;0;1 bath;Private;1;;;;90;Extended temporary rental;365;Long stay (up to 1 year);90;90;365;365;900;3650;;t;27;57;87;87;Low availability;12/03/2025;8;0;0;87;0;03/08/2011;17/03/2019;475;4,75;50;457;50;486;50;471;f;False;1;1;0;0;5
167183;12/03/2025;city scrape;796746;09/07/2011;Madrid, Spain;1;Spain;within a few hours;91%;0,91;70%;0,70;t;t;True;2;2;email, phone;email, phone;t;True;Hortaleza;Private room in chalet;Private room;2;10;1;1 private bath;Private;1;2;$86.00;86,00;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;t;27;50;77;344;High availability;12/03/2025;45;3;0;274;4;11/07/2012;02/11/2024;489;4,89;486;493;489;486;484;486;f;False;2;0;2;0;29
196197;06/03/2025;city scrape;852616;22/07/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;;d;Unknown;3;4;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;10;1;1 bath;Private;1;1;$82.00;82,00;3;Very short stay;1125;No real limit;1;3;1125;1125;30;11250;;t;6;9;14;14;Low availability;06/03/2025;468;50;0;14;51;05/09/2011;02/02/2025;471;4,71;471;477;481;486;487;463;f;False;1;1;0;0;285
198296;12/03/2025;city scrape;967721;14/08/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;82%;0,82;t;t;True;2;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;10;1;1 bath;Private;2;3;$170.00;170,00;2;Very short stay;7;Short stay only;2;3;7;7;24;70;;t;8;9;9;9;Low availability;12/03/2025;82;5;1;9;5;11/09/2012;05/03/2025;475;4,75;473;46;488;491;497;467;f;False;2;1;1;0;54
199016;06/03/2025;city scrape;967721;14/08/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;82%;0,82;t;t;True;2;3;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;2;10;1;1 shared bath;Shared;1;1;$48.00;48,00;3;Very short stay;365;Long stay (up to 1 year);3;3;365;365;30;3650;;t;20;36;62;337;High availability;06/03/2025;58;26;2;273;28;21/06/2015;26/02/2025;472;4,72;482;477;484;481;497;467;f;False;2;1;1;0;49
628394;10/03/2025;city scrape;3121587;01/08/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;3;3;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire rental unit;Entire home/apt;9;10;1;1 bath;Private;4;4;$351.00;351,00;2;Very short stay;730;No real limit;1;2;1125;1125;13;11250;;t;12;22;28;106;Medium availability;10/03/2025;85;6;0;106;2;03/09/2012;26/01/2025;46;0,46;456;464;467;473;487;448;t;True;3;3;0;0;56
631737;07/03/2025;previous scrape;3141727;02/08/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Chamartín;Entire condo;Entire home/apt;4;;0;2 baths;Private;2;;;;3;Very short stay;1125;No real limit;3;3;1125;1125;30;11250;;t;0;0;0;0;Not available;07/03/2025;1;0;0;0;0;14/09/2012;14/09/2012;50;0,5;50;50;50;50;50;50;f;False;1;1;0;0;1
643471;07/03/2025;previous scrape;3290138;17/08/2012;Madrid, Spain;1;Spain;within a day;100%;1,00;100%;1,00;f;f;False;2;2;email, phone;email, phone;t;True;Centro;Private room in rental unit;Private room;1;;0;2 shared baths;Shared;;;;;5;Short stay;15;Short to medium stay;5;5;15;15;50;150;;t;0;0;0;0;Not available;07/03/2025;48;0;0;0;0;29/09/2013;25/03/2022;456;4,56;471;45;473;469;483;444;f;False;2;1;1;0;34
644656;12/03/2025;city scrape;3226403;11/08/2012;Madrid, Spain;1;Spain;within a few hours;100%;1,00;0%;0,00;f;f;False;2;2;email, phone;email, phone;t;True;Ciudad Lineal;Private room in rental unit;Private room;1;10;1;1 shared bath;Shared;1;1;$35.00;35,00;7;Short stay;1125;No real limit;7;7;1125;1125;70;11250;;t;0;0;0;0;Not available;12/03/2025;4;0;0;0;0;12/10/2019;19/01/2023;50;0,5;50;425;50;50;475;45;f;False;2;0;2;0;6
655514;12/03/2025;city scrape;3226403;11/08/2012;Madrid, Spain;1;Spain;within a few hours;100%;1,00;0%;0,00;f;f;False;2;2;email, phone;email, phone;t;True;Ciudad Lineal;Private room in rental unit;Private room;2;10;1;1 shared bath;Shared;1;2;$30.00;30,00;4;Short stay;1125;No real limit;4;4;1125;1125;40;11250;;t;0;6;36;311;High availability;12/03/2025;5;0;0;241;0;22/01/2023;18/09/2023;48;0,48;50;48;475;50;50;38;f;False;2;0;2;0;19
663761;10/03/2025;previous scrape;3352121;23/08/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;1;email, phone;email, phone;t;True;Villa de Vallecas;Private room in home;Private room;2;;0;1 bath;Private;;;;;1;Very short stay;6;Short stay only;1;1;6;6;10;60;;t;0;0;0;0;Not available;10/03/2025;4;0;0;0;0;14/05/2015;06/12/2015;45;0,45;475;45;475;475;475;475;f;False;1;0;1;0;3
668753;07/03/2025;city scrape;3385307;27/08/2012;Madrid, Spain;1;Spain;a few days or more;20%;0,20;0%;0,00;f;f;False;2;2;email, phone;email, phone;t;True;Chamberí;Private room in rental unit;Private room;1;10;1;1 private bath;Private;1;1;$46.00;46,00;4;Short stay;30;Medium stay (up to 3 months);4;4;30;30;40;300;;t;2;2;2;2;Low availability;07/03/2025;81;0;0;0;0;26/09/2013;29/01/2020;485;4,85;483;486;489;481;485;476;f;False;2;1;1;0;58
683969;07/03/2025;previous scrape;3487329;06/09/2012;;0;Unknown;N/A;N/A;;N/A;;f;f;False;1;1;email;email;f;False;Carabanchel;Entire rental unit;Entire home/apt;2;;0;1 bath;Private;2;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;07/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;1;0;0;
684564;06/03/2025;city scrape;1941314;17/03/2012;Madrid, Spain;1;Spain;within a day;100%;1,00;100%;1,00;f;f;False;1;1;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire condo;Entire home/apt;2;10;1;1 bath;Private;1;2;$229.00;229,00;2;Very short stay;30;Medium stay (up to 3 months);2;2;1125;1125;20;11250;;t;29;59;89;269;High availability;06/03/2025;171;8;0;269;8;23/09/2013;03/11/2024;473;4,73;478;489;486;491;497;46;f;False;1;1;0;0;123
689099;07/03/2025;previous scrape;3357259;24/08/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;2;email, phone;email, phone;f;False;Ciudad Lineal;Private room in rental unit;Private room;1;;0;2 baths;Private;;;;;1;Very short stay;1125;No real limit;1;1;1125;1125;10;11250;;;0;0;0;0;Not available;07/03/2025;15;0;0;0;0;18/10/2012;22/12/2017;464;4,64;493;473;487;493;453;467;f;False;1;0;1;0;10
199201;06/03/2025;city scrape;749212;27/06/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;93%;0,93;t;t;True;1;2;email, phone, work_email;email, phone, work_email;t;True;Centro;Private room in rental unit;Private room;2;10;1;1 private bath;Private;1;1;$120.00;120,00;3;Very short stay;30;Medium stay (up to 3 months);1;3;30;30;30;300;;t;5;12;25;25;Low availability;06/03/2025;209;17;2;25;17;08/09/2011;04/03/2025;488;4,88;487;491;498;499;50;482;f;False;1;0;1;0;127
200828;12/03/2025;previous scrape;75944;31/01/2010;Peniscola, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;4;10;email, phone;email, phone;f;False;Salamanca;Entire rental unit;Entire home/apt;7;;0;1 bath;Private;2;;;;14;Medium stay;100;Long stay (up to 1 year);14;14;100;100;140;1000;;;0;0;0;0;Not available;12/03/2025;0;0;0;0;0;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;No reviews;f;False;1;1;0;0;
204570;12/03/2025;city scrape;1004721;22/08/2011;Madrid, Spain;1;Spain;within a day;100%;1,00;50%;0,50;f;f;False;2;4;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;5;20;2;2 baths;Private;2;2;$177.00;177,00;12;Medium stay;365;Long stay (up to 1 year);3;8;365;365;32;3650;;t;0;1;8;88;Low availability;12/03/2025;105;2;0;88;2;26/09/2011;23/11/2024;484;4,84;484;482;494;491;497;483;f;False;1;1;0;0;64
205199;12/03/2025;city scrape;1008659;23/08/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;99%;0,99;;d;Unknown;5;8;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire condo;Entire home/apt;2;10;1;1 bath;Private;0;1;$86.00;86,00;15;Long stay;365;Long stay (up to 1 year);2;15;365;365;137;3650;;t;0;1;3;271;High availability;12/03/2025;361;28;2;201;24;12/09/2011;25/02/2025;493;4,93;497;497;496;495;494;491;f;False;2;2;0;0;220
211444;12/03/2025;city scrape;1090760;31/08/2011;Madrid, Spain;1;Spain;within an hour;100%;1,00;92%;0,92;t;t;True;1;2;email, phone;email, phone;t;True;Hortaleza;Private room in rental unit;Private room;2;10;1;1 private bath;Private;1;1;$68.00;68,00;2;Very short stay;365;Long stay (up to 1 year);2;2;365;365;20;3650;;t;19;35;65;263;High availability;12/03/2025;221;31;2;200;30;01/11/2011;27/02/2025;494;4,94;496;499;499;496;481;493;f;False;1;0;1;0;136
221017;10/03/2025;previous scrape;1146227;12/09/2011;Madrid, Spain;1;Spain;within a few hours;86%;0,86;77%;0,77;f;f;False;2;3;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;;0;2 baths;Private;2;;;;2;Very short stay;18;Short to medium stay;3;8;18;18;79;180;;t;0;0;0;0;Not available;10/03/2025;60;27;3;0;25;03/01/2012;23/02/2025;46;0,46;461;446;48;47;495;449;f;False;2;2;0;0;37
225489;10/03/2025;previous scrape;1172225;17/09/2011;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;3;3;email, phone;email, phone;f;False;Chamberí;Private room in rental unit;Private room;1;;0;1 shared bath;Shared;;;;;25;Long stay;365;Long stay (up to 1 year);25;25;365;365;250;3650;;;0;0;0;0;Not available;10/03/2025;30;0;0;0;0;28/10/2012;07/03/2020;472;4,72;49;486;50;493;483;483;f;False;3;0;3;0;20
229664;07/03/2025;city scrape;1130651;08/09/2011;Madrid, Spain;1;Spain;within an hour;94%;0,94;99%;0,99;f;f;False;15;24;email, phone, work_email;email, phone, work_email;t;True;Centro;Entire rental unit;Entire home/apt;3;5;0,5;Half-bath;Private;1;2;$57.00;57,00;10;Medium stay;1125;No real limit;1;10;1125;1125;97;11250;;t;6;15;17;282;High availability;07/03/2025;553;16;0;217;15;10/10/2011;02/02/2025;428;4,28;444;417;451;462;447;434;t;True;2;2;0;0;339
696928;06/03/2025;city scrape;3569462;14/09/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;f;f;False;2;2;email, phone;email, phone;t;True;Salamanca;Private room in rental unit;Private room;2;15;1,5;1.5 shared baths;Shared;1;4;$75.00;75,00;2;Very short stay;2;Short stay only;2;2;1125;1125;20;11250;;t;30;60;90;365;Fully available;06/03/2025;102;15;0;301;15;11/09/2016;29/12/2024;44;0,44;444;474;476;467;471;417;f;False;2;0;2;0;99
704155;06/03/2025;city scrape;3606346;18/09/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;6;13;email, phone;email, phone;t;True;Centro;Entire loft;Entire home/apt;4;10;1;1 bath;Private;1;1;$87.00;87,00;1;Very short stay;60;Medium stay (up to 3 months);1;3;60;60;24;600;;t;3;18;19;19;Low availability;06/03/2025;416;58;3;19;61;28/10/2012;25/02/2025;476;4,76;475;472;489;489;49;471;t;True;6;6;0;0;277
709208;10/03/2025;city scrape;3648882;23/09/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;100%;1,00;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;4;15;1,5;1.5 baths;Private;1;1;$88.00;88,00;2;Very short stay;1125;No real limit;1;2;1125;1125;20;11250;;t;8;24;34;302;High availability;10/03/2025;811;87;8;234;81;11/10/2012;04/03/2025;481;4,81;485;482;491;491;497;48;t;True;1;1;0;0;537
710156;07/03/2025;previous scrape;3654886;23/09/2012;Madrid, Spain;1;Spain;N/A;N/A;;N/A;;f;f;False;1;4;email, phone, work_email;email, phone, work_email;t;True;Barajas;Private room in rental unit;Private room;2;;0;1 shared bath;Shared;;;;;1;Very short stay;60;Medium stay (up to 3 months);1;1;1125;1125;10;11250;;t;0;0;0;0;Not available;07/03/2025;194;0;0;0;0;10/10/2012;02/10/2022;487;4,87;494;49;494;497;481;48;f;False;1;0;1;0;128
716292;08/03/2025;city scrape;3691303;27/09/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;85%;0,85;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;5;10;1;1 bath;Private;1;4;$118.00;118,00;7;Short stay;200;Long stay (up to 1 year);7;7;200;200;70;2000;;t;2;2;2;2;Low availability;08/03/2025;112;16;1;0;16;06/02/2014;16/02/2025;468;4,68;468;457;482;483;488;477;f;False;1;1;0;0;83
717313;06/03/2025;city scrape;3698406;28/09/2012;Madrid, Spain;1;Spain;within an hour;100%;1,00;95%;0,95;t;t;True;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;2;20;2;2 baths;Private;1;1;$114.00;114,00;3;Very short stay;91;Long stay (up to 1 year);3;3;91;91;30;910;;t;6;6;8;177;Medium availability;06/03/2025;262;35;3;113;39;08/10/2012;27/02/2025;492;4,92;496;489;497;495;492;486;f;False;1;1;0;0;173
721377;12/03/2025;city scrape;3724500;01/10/2012;Madrid, Spain;1;Spain;within a day;100%;1,00;N/A;;f;f;False;1;1;phone;phone;t;True;Fuencarral - El Pardo;Entire serviced apartment;Entire home/apt;2;10;1;1 bath;Private;1;1;$100.00;100,00;7;Short stay;1125;No real limit;7;7;1125;1125;70;11250;;t;0;0;0;0;Not available;12/03/2025;46;1;0;0;2;16/12/2012;01/10/2024;487;4,87;483;485;487;491;474;47;f;False;1;1;0;0;31
723088;06/03/2025;city scrape;2555202;05/06/2012;United States;0;United States;within an hour;100%;1,00;93%;0,93;f;f;False;1;1;email, phone;email, phone;t;True;Centro;Entire rental unit;Entire home/apt;6;20;2;2 baths;Private;2;3;$160.00;160,00;3;Very short stay;30;Medium stay (up to 3 months);3;3;30;30;30;300;;t;17;24;45;313;High availability;06/03/2025;241;26;0;249;29;24/10/2012;08/12/2024;48;0,48;486;478;49;492;492;472;f;False;1;1;0;0;160
